Scheme Code;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Income )

ABN  AMRO Mutual Fund
106414;Birla Sun Life Interval Income Fund - Quarterly Series I- Institutional Growth;10.2777;10.2263;10.2777;24-Dec-2007
106411;Birla Sun Life Interval Income Fund - Quarterly Series I- Retail Dividend;10.0662;10.0159;10.0662;24-Dec-2007
106412;Birla Sun Life Interval Income Fund - Quarterly Series I- Retail Growth;10.2743;10.2229;10.2743;24-Dec-2007
107203;Birla Sun Life Interval Income Fund – Monthly Plan – Series II - INSTITUTIONAL DIVIDEND;10.0430;10.0229;10.0430;24-Dec-2007
107204;Birla Sun Life Interval Income Fund – Monthly Plan – Series II - INSTITUTIONAL GROWTH;10.0430;10.0229;10.0430;24-Dec-2007
107208;Birla Sun Life Interval Income Fund – Monthly Plan – Series II - RETAIL DIVIDEND;10.0430;10.0229;10.0430;24-Dec-2007
107205;Birla Sun Life Interval Income Fund – Monthly Plan – Series II - RETAIL GROWTH;10.0430;10.0229;10.0430;24-Dec-2007
107175;Birla Sun Life Quarterly Interval Fund - Series 1 DIVIDEND;10.0462;9.9960;10.0462;24-Dec-2007
107176;Birla Sun Life Quarterly Interval Fund - Series 1 GROWTH;10.0462;9.9960;10.0462;24-Dec-2007
107105;Birla Sun Life Quarterly Interval Fund - Series 2 DIVIDEND;10.0559;10.0056;10.0559;24-Dec-2007
107104;Birla Sun Life Quarterly Interval Fund - Series 2 GROWTH;10.0559;10.0056;10.0559;24-Dec-2007
107241;Birla Sun Life Quarterly Interval Fund- Series 3 - DIVIDEND;10.0260;9.9759;10.0260;24-Dec-2007
107242;Birla Sun Life Quarterly Interval Fund- Series 3 - GROWTH;10.0260;9.9759;10.0260;24-Dec-2007

Canara Robeco Mutual Fund
105378;Canara Robeco Fixed Maturity Plan  13M SR1 DIVIDEND OPTION;10.8727;10.8727;0.00;24-Dec-2007
105377;Canara Robeco Fixed Maturity Plan 13M SR1 GROWTH OPTION;10.8727;10.8727;0.00;24-Dec-2007
105753;Canfixed Maturity Plan Series 3M - SRI (Dividend Option);10.0000;10.0000;0;20-Aug-2007
105754;Canfixed Maturity Plan Series 3M - SRI (Growth Option);10.2679;10.2679;0;20-Aug-2007
106164;CanFixed Maturity Plan Series 1M SRII - Dividend Option;10.0622;10.0622;0.00;24-Aug-2007
106165;CanFixed Maturity Plan Series 1M SRII - Growth Option;10.0622;10.0622;0.00;24-Aug-2007

DBS Chola Mutual Fund
105342;DBS Chola Fixed Maturity Plan - Series 6 (371 days plan) - Cumulative;10.6996;10.4856;10.6996;24-Dec-2007
105343;DBS Chola Fixed Maturity Plan - Series 6 (371 days plan)-Dividend Payout;10.1329;9.9302;10.1329;24-Dec-2007
106075;DBS Chola Fixed Maturity Plan - Series 7 (12 months plan) - Dividend Payout;10.4000;10.1920;10.4000;24-Dec-2007
106076;DBS Chola Fixed Maturity Plan - Series 7 (12 months plan)-Cumulative;10.4000;10.1920;10.4000;24-Dec-2007
104929;DBS Chola Fixed Maturity Plan – Series 6 (410 days Plan) - Dividend Payout;10.7534;10.5383;10.7534;24-Dec-2007
104930;DBS Chola Fixed Maturity Plan – Series 6 (410 days Plan)- Cumulative;10.7534;10.5383;10.7534;24-Dec-2007
106474;DBS Chola Fixed Maturity Plan – Series 8 (Quarterly Plan - II) - Cumulative;10.2192;10.1681;10.2192;3-Dec-2007
106473;DBS Chola Fixed Maturity Plan – Series 8 (Quarterly Plan - II) - Dividend Payout;10.0076;9.9576;10.0076;3-Dec-2007

Deutsche Mutual Fund
104238;DWS FIXED TERM FUND - SERIES 12 - DIVIDEND OPTION;10.0000;9.7000;0.0000;28-Nov-2006
104237;DWS FIXED TERM FUND - SERIES 12 - GROWTH OPTION;10.1731;9.8679;0.0000;28-Nov-2006

104235;DWS FIXED TERM FUND - SERIES 15 - DIVIDEND OPTION;10.0000;9.8000;0.0000;10-Sep-2007
104236;DWS FIXED TERM FUND - SERIES 15 - GROWTH OPTION;10.8322;10.6156;0.0000;10-Sep-2007
104628;DWS FIXED TERM FUND SERIES -20 DIVIDEND OPTION;10.9956;10.7757;0.0000;19-Dec-2007
104627;DWS FIXED TERM FUND SERIES -20- GROWTH OPTION;10.9956;10.7757;0.0000;19-Dec-2007
104632;DWS FIXED TERM FUND SERIES -22- DIVIDEND OPTION;10.0000;9.9000;0.0000;28-Mar-2007
104631;DWS FIXED TERM FUND SERIES -22- Growth Option;10.2155;10.1133;0.0000;28-Mar-2007
104014;DWS FIXED TERM FUND SR 10 - DIVIDEND;10.0000;9.7000;0.0000;18-Jun-2007
104015;DWS FIXED TERM FUND SR 10 - GROWTH;10.7798;10.4564;0.0000;18-Jun-2007
104307;DWS FIXED TERM FUND SERIES 13- Growth Option;10.1812;9.8758;0;26-Dec-2006
104306;DWS FIXED TERM FUND SERIES 13-Dividend Option;10;9.7;0;26-Dec-2006
104569;DWS FIXED TERM FUND SERIES 19 INST DIVIDEND;10.0000;9.8000;0.0000;17-Dec-2007
104570;DWS FIXED TERM FUND SERIES 19 REGULAR DIVIDEND;10.0000;9.8000;0.0000;17-Dec-2007
104571;DWS FIXED TERM FUND SERIES 19 REGULAR GROWTH;10.8070;10.5909;0.0000;17-Dec-2007
104568;DWS FIXED TERM FUND SERIRES 19 INST GR;10.8523;10.6353;0.0000;17-Dec-2007
105104;DWS FIXED TERM FUND SERIES 21 INT GR;10.8099;10.5937;0.0000;19-Dec-2007
105103;DWS FIXED TERM FUND SERIES 21-REG DIV;10.6088;10.3966;0.0000;19-Dec-2007
105102;DWS FIXED TERM FUND SERIES 21-REG GR;10.7760;10.5605;0.0000;19-Dec-2007
104880;DWS FIXED TERM FUND SERIES 23- Gr;10.2893;10.1864;0.0000;28-May-2007
104881;DWS FIXED TERM FUND SERIES 23-Div;10.0000;9.9000;0.0000;28-May-2007
104887;DWS FIXED TERM FUND SERIES 25 Inst Gr Plan;10.8076;10.5914;0.0000;19-Dec-2007
104888;DWS FIXED TERM FUND SERIES 25 Reg Div Plan;10.6039;10.3918;0.0000;19-Dec-2007
104886;DWS FIXED TERM FUND SERIES 25 Reg Gr Plan;10.7707;10.5553;0.0000;19-Dec-2007
105100;DWS FIXED TERM FUND SERIES 27- DIV;10.0000;9.9000;0.0000;5-Jun-2007
105101;DWS FIXED TERM FUND SERIES 27-GR;10.2663;10.1636;0.0000;5-Jun-2007
103105;DWS FIXED TERM FUND SERIES 3-DIVIDEND;10.0000;9.8000;0.0000;21-Aug-2006
103104;DWS FIXED TERM FUND SERIES 3-GROWTH;10.6148;10.4025;0.0000;21-Aug-2006
105444;DWS FIXED TERM FUND SERIES 30-div;10.0000;9.9000;0.0000;9-Jul-2007
105443;DWS FIXED TERM FUND SERIES 30-gr;10.2393;10.1369;0.0000;9-Jul-2007
105811;DWS FIXED TERM FUND SERIES 32-INST DIV;10.4040;10.3000;0.0000;19-Dec-2007
105810;DWS FIXED TERM FUND SERIES 32-INST GR;10.6067;10.5006;0.0000;19-Dec-2007
105813;DWS FIXED TERM FUND SERIES 32-REG DIV;10.3830;10.2792;0.0000;19-Dec-2007
105812;DWS FIXED TERM FUND SERIES 32-REG GR;10.5859;10.4800;0.0000;19-Dec-2007
105969;DWS FIXED TERM FUND SERIES 33 -INST GR;10.4806;10.3758;0.0000;19-Dec-2007
105972;DWS FIXED TERM FUND SERIES 33 -Reg Div;10.4622;10.3576;0.0000;19-Dec-2007
105971;DWS FIXED TERM FUND SERIES 33 -Reg Gr;10.4622;10.3576;0.0000;19-Dec-2007
106542;DWS FIXED TERM FUND SERIES 34 Div;10.1930;10.0911;0.0000;19-Dec-2007
106541;DWS FIXED TERM FUND SERIES 34 Gr;10.1930;10.0911;0.0000;19-Dec-2007
106543;DWS FIXED TERM FUND SERIES 34 Inst Gr;10.1930;10.0911;0.0000;19-Dec-2007
106539;DWS FIXED TERM FUND SERIES 35 Div;10.2417;10.1393;0.0000;19-Dec-2007
106540;DWS FIXED TERM FUND SERIES 35 Gr;10.2417;10.1393;0.0000;19-Dec-2007
105815;DWS FIXED TERM FUND SERIES 36- Div;10.0000;9.9000;0.0000;27-Aug-2007
105814;DWS FIXED TERM FUND SERIES 36- Gr;10.2344;10.1321;0.0000;27-Aug-2007
106088;DWS FIXED TERM FUND SERIES 37 -GROWTH OPTION;10.1973;10.0953;0.0000;24-Sep-2007
106087;DWS FIXED TERM FUND SERIES 37-DIVIDEND OPTION;10.0000;9.9000;0.0000;24-Sep-2007
107023;DWS FIXED TERM FUND SERIES 41- INST GROWTH PLAN;10.0718;9.8704;0.0000;19-Dec-2007
107022;DWS FIXED TERM FUND SERIES 41- REG GROWTH PLAN;10.0675;9.8662;0.0000;19-Dec-2007
107021;DWS FIXED TERM FUND SERIES 41- REGULAR DIV PLAN;10.0675;9.8662;0.0000;19-Dec-2007
107171;DWS FIXED TERM FUND SERIES 42- INSTITUTIONAL GROWTH;10.0499;9.8489;0.0000;19-Dec-2007
107174;DWS FIXED TERM FUND SERIES 42- REGULAR DIVIDEND;10.0499;9.8489;0.0000;19-Dec-2007
107173;DWS FIXED TERM FUND SERIES 42- REGULAR GROWTH;10.0499;9.8489;0.0000;19-Dec-2007
103378;DWS FIXED TERM FUND SR 4-DIVIDEND;10.0000;9.7000;0.0000;9-Apr-2007
103377;DWS FIXED TERM FUND SR 4-GROWTH;10.8459;10.5205;0.0000;9-Apr-2007
103123;DWS FIXED TREM FUND SERIES 2-DEUTSCHE FIXED TERM FUND SERIES 2-DIVIDEND;10.6189;10.4065;0.0000;12-Jul-2006
103124;DWS FIXED TREM FUND SERIES 2-DEUTSCHE FIXED TERM FUND SERIES 2-GROWTH;10.6189;10.4065;0.0000;12-Jul-2006
105976;DWS QUARTELY INTERVAL FUND SERIES 1 -Div;10.0050;9.9050;0.0000;19-Dec-2007
105975;DWS QUARTELY INTERVAL FUND SERIES 1 -Gr;10.4261;10.3218;0.0000;19-Dec-2007

DSP Merrill Lynch Mutual Fund
106486;DSP Merrill Lynch Fixed Term Plan Series 1O - Institutional Plan - Dividend;1000.2458;992.7440;1000.2458;27-Nov-2007
106485;DSP Merrill Lynch Fixed Term Plan Series 1O - Institutional Plan - Growth;1020.7113;1013.0560;1020.7113;27-Nov-2007
106483;DSP Merrill Lynch Fixed Term Plan Series 1O - Regular Plan - Dividend;1000.2430;992.7412;1000.2430;27-Nov-2007
106484;DSP Merrill Lynch Fixed Term Plan Series 1O - Regular Plan - Growth;1020.4763;1012.8227;1020.4763;27-Nov-2007
106675;DSP Merrill Lynch Fixed Term Plan Series 1P - Institutional Plan - Dividend;1000.2103; 992.7087 ; 1000.2103 ;17-Dec-2007
106674;DSP Merrill Lynch Fixed Term Plan Series 1P - Institutional Plan - Growth;1020.1926; 1012.5412 ; 1020.1926 ;17-Dec-2007
106673;DSP Merrill Lynch Fixed Term Plan Series 1P - Regular Plan - Dividend;1000.2076; 992.7060 ; 1000.2076 ;17-Dec-2007
106672;DSP Merrill Lynch Fixed Term Plan Series 1P - Regular Plan - Growth;1019.9746; 1012.3248 ; 1019.9746 ;17-Dec-2007
105410;DSP Merrill Lynch Fixed Term Plan Series 3C- Dividend;1025.0846; 1004.5829 ; 1025.0846 ;19-Dec-2007
105409;DSP Merrill Lynch Fixed Term Plan Series 3C- Growth;1080.0951; 1058.4932 ; 1080.0951 ;19-Dec-2007
106127;DSP Merrill Lynch Fixed Term Plan Series 3D - Institutional Plan - Dividend;1022.2354; 1001.7907 ; 1022.2354 ;19-Dec-2007

106126;DSP Merrill Lynch Fixed Term Plan Series 3D - Institutional Plan - Growth;1041.9474; 1021.1085 ; 1041.9474 ;19-Dec-2007
106125;DSP Merrill Lynch Fixed Term Plan Series 3D - Regular Plan - Dividend;1021.2105; 1000.7863 ; 1021.2105 ;19-Dec-2007
106124;DSP Merrill Lynch Fixed Term Plan Series 3D - Regular Plan - Growth;1040.2527; 1019.4476 ; 1040.2527 ;19-Dec-2007
105225;DSP Merrill Lynch Fixed Term Plan Series 3E -Institutional Plan - Growth;1079.8785; 1058.2809 ; 1079.8785 ;19-Dec-2007
105223;DSP Merrill Lynch Fixed Term Plan Series 3E - Regular Plan - Growth;1077.1352; 1055.5925 ; 1077.1352 ;19-Dec-2007
105224;DSP Merrill Lynch Fixed Term Plan Series 3E - Regular Plan- Dividend;1023.5356; 1003.0649 ; 1023.5356 ;19-Dec-2007
106615;DSP Merrill Lynch Fixed Term Plan Series 3F - Institutional Plan - Dividend;1023.2717; 1002.8063 ; 1023.2717 ;19-Dec-2007
106614;DSP Merrill Lynch Fixed Term Plan Series 3F - Institutional Plan - Growth;1025.7794; 1005.2638 ; 1025.7794 ;19-Dec-2007
106613;DSP Merrill Lynch Fixed Term Plan Series 3F - Regular Plan - Dividend;1022.2634; 1001.8181 ; 1022.2634 ;19-Dec-2007
106612;DSP Merrill Lynch Fixed Term Plan Series 3F - Regular Plan - Growth;1024.7686; 1004.2732 ; 1024.7686 ;19-Dec-2007
106820;DSP Merrill Lynch Fixed Term Plan Series 3H - Institutional Plan - Dividend;1015.9188; 995.6004 ; 1015.9188 ;19-Dec-2007
106819;DSP Merrill Lynch Fixed Term Plan Series 3H - Institutional Plan - Growth;1015.9188; 995.6004 ; 1015.9188 ;19-Dec-2007
106818;DSP Merrill Lynch Fixed Term Plan Series 3H - Regular Plan - Dividend;1015.2054; 994.9013 ; 1015.2054 ;19-Dec-2007
106817;DSP Merrill Lynch Fixed Term Plan Series 3H - Regular Plan - Growth;1015.2054; 994.9013 ; 1015.2054 ;19-Dec-2007
107099;DSP Merrill Lynch FMP - 3M - Series 1 - Institutional Plan - Dividend;10.0542; 10.0039 ; 10.0542 ;19-Dec-2007
107098;DSP Merrill Lynch FMP - 3M - Series 1 - Institutional Plan - Growth;10.0542; 10.0039 ; 10.0542 ;19-Dec-2007
107097;DSP Merrill Lynch FMP - 3M - Series 1 - Regular Plan - Dividend;10.0540; 10.0037 ; 10.0540 ;19-Dec-2007
107096;DSP Merrill Lynch FMP - 3M - Series 1 - Regular Plan - Growth;10.0540; 10.0037 ; 10.0540 ;19-Dec-2007
106724;DSP Merrill Lynch FMP 18M - Series 1 Regular Dividend;10.2569; 10.1030 ; 10.2569 ;19-Dec-2007
106725;DSP Merrill Lynch FMP 18M - Series 1 Regular Growth;10.2569; 10.1030 ; 10.2569 ;19-Dec-2007
106726;DSP Merrill Lynch FMP 18M- Series 1 Institutional- Growth;10.2670; 10.1130 ; 10.2670 ;19-Dec-2007

Franklin Templeton Mutual Fund
105524;Franklin Templeton Capital Protection Oriented Fund - 3 Years Plan - Dividend;11.1820;11.1820;11.1820;24-Dec-2007
105523;Franklin Templeton Capital Protection Oriented Fund - 3 Years Plan - Growth;11.1820;11.1820;11.1820;24-Dec-2007
105526;Franklin Templeton Capital Protection Oriented Fund - 5 Years Plan - Dividend;11.5587;11.5587;11.5587;24-Dec-2007
105525;Franklin Templeton Capital Protection Oriented Fund - 5 Years Plan - Growth;11.5587;11.5587;11.5587;24-Dec-2007
104392;Franklin Templeton Capital Safety Fund - 3 Years Plan - Annual Dividend;11.2084;11.2084;11.2084;24-Dec-2007
104391;Franklin Templeton Capital Safety Fund - 3 Years Plan - Growth;11.2084;11.2084;11.2084;24-Dec-2007
104390;Franklin Templeton Capital Safety Fund - 5 Years Plan - Annual Dividend;11.4152;11.4152;11.4152;24-Dec-2007
104389;Franklin Templeton Capital Safety Fund - 5 Years Plan - Growth;11.4152;11.4152;11.4152;24-Dec-2007
105107;Franklin Templeton Fixed Tenure Fund - Series VII - 370 Days Plan - Dividend Plan;10.7953;10.6334;10.7953;24-Dec-2007
105106;Franklin Templeton Fixed Tenure Fund - Series VII - 370 Days Plan - Growth Plan;10.7953;10.6334;10.7953;24-Dec-2007
105323;Franklin Templeton Fixed Tenure Fund - Series VIII - 60 Months Plan (Plan A) - Dividend Plan;11.7189;11.2501;11.7189;24-Dec-2007
105322;Franklin Templeton Fixed Tenure Fund - Series VIII - 60 Months Plan (Plan A) - Growth Plan;11.7189;11.2501;11.7189;24-Dec-2007
103056;Franklin Templeton Fixed Tenure Fund-Series I(60 Month Plan)-Dividend;13.3500;13.0830;13.3500;24-Dec-2007
103055;Franklin Templeton Fixed Tenure Fund-Series I(60 Month Plan)-Growth;15.7815;15.4659;15.7815;24-Dec-2007
103580;Franklin Templeton Fixed Tenure Fund-Series V-13 Months Plan-Dividend Plan;10.9024;10.7389;10.9024;24-Dec-2007
103579;Franklin Templeton Fixed Tenure Fund-Series V-13 Months Plan-Growth Plan;11.6538;11.4790;11.6538;24-Dec-2007
104079;Franklin Templeton Fixed Tenure Fund - Series VI (60 Months Plan) - Annual Dividend Plan;12.1328;11.7688;12.1328;24-Dec-2007
104078;Franklin Templeton Fixed Tenure Fund - Series VI (60 Months Plan) - Growth Plan;12.9135;12.5261;12.9135;24-Dec-2007
103203;Franklin Templeton Fixed Tenure Fund-SeriesII (60MonthsPlan)-Annual Dividend Plan;13.1514;12.7569;13.1514;24-Dec-2007
103202;Franklin Templeton Fixed Tenure Fund-SeriesII (60MonthsPlan)-Growth Plan;14.3880;13.9564;14.3880;24-Dec-2007
103549;Franklin Templeton Fixed Tenure Fund-SeriesIV(60MonthsPlan)-Annual Dividend Plan;12.3363;11.9662;12.3363;24-Dec-2007
103548;Franklin Templeton Fixed Tenure Fund-SeriesIV(60MonthsPlan)-Growth Plan;13.1949;12.7991;13.1949;24-Dec-2007
103359;Franklin Templeton Fixed Tenure Fund–Series III (36 Months)-Annual Dividend;11.9072;11.8477;11.9072;24-Dec-2007
103358;Franklin Templeton Fixed Tenure Fund–Series III (36 Months)-Growth;12.9692;12.9044;12.9692;24-Dec-2007
105030;Templeton Fixed Horizon Fund - Series I - 13 Months - Institutional Plan - Dividend;10.8360;10.6735;10.8360;24-Dec-2007
105032;Templeton Fixed Horizon Fund - Series I - 13 Months - Institutional Plan - Growth;10.8360;10.6735;10.8360;24-Dec-2007
105031;Templeton Fixed Horizon Fund - Series I - 13 Months - Retail Plan - Dividend;10.8084;10.6338;10.8084;24-Dec-2007
105033;Templeton Fixed Horizon Fund - Series I - 13 Months - Retail Plan - Growth;10.8084;10.6340;10.8084;24-Dec-2007
104786;Templeton Fixed Horizon Fund - Series I - 15 months - Institutional Plan - Growth;10.8559;10.7473;10.8559;24-Dec-2007

104787;Templeton Fixed Horizon Fund - Series I - 15 months - Retail Plan - Dividend;10.8306;10.7223;10.8306;24-Dec-2007
104785;Templeton Fixed Horizon Fund - Series I - 15 months - Retail Plan - Growth;10.8306;10.7223;10.8306;24-Dec-2007
105773;Templeton Fixed Horizon Fund - Series II - Plan A - Institutional - Dividend;10.6136;10.4544;10.6136;24-Dec-2007
105774;Templeton Fixed Horizon Fund - Series II - Plan A - Institutional - Growth;10.6136;10.4544;10.6136;24-Dec-2007
105772;Templeton Fixed Horizon Fund - Series II - Plan A - Retail - Dividend;10.5930;10.4341;10.5930;24-Dec-2007
105771;Templeton Fixed Horizon Fund - Series II - Plan A - Retail - Growth;10.5930;10.4341;10.5930;24-Dec-2007
105964;Templeton Fixed Horizon Fund - Series II - Plan B - Institutional - Dividend;10.4701;10.2083;10.4701;24-Dec-2007
105966;Templeton Fixed Horizon Fund - Series II - Plan B - Institutional - Growth;10.4701;10.2083;10.4701;24-Dec-2007
105965;Templeton Fixed Horizon Fund - Series II - Plan B - Retail - Dividend;10.4527;10.2436;10.4527;24-Dec-2007
105963;Templeton Fixed Horizon Fund - Series II - Plan B - Retail - Growth;10.4527;10.1606;10.4527;24-Dec-2007
106089;Templeton Fixed Horizon Fund - Series II - Plan C - Institutional - Growth;10.3058;10.0997;10.3058;24-Dec-2007
106092;Templeton Fixed Horizon Fund - Series II - Plan C - Retail - Dividend;10.2890;10.0832;10.2890;24-Dec-2007
106091;Templeton Fixed Horizon Fund - Series II - Plan C - Retail - Growth;10.2890;10.0832;10.2890;24-Dec-2007
106627;Templeton Fixed Horizon Fund - Series II - Plan D - Institutional – Dividend;10.2249;10.2249;10.2249;24-Dec-2007
106628;Templeton Fixed Horizon Fund - Series II - Plan D - Institutional – Growth;10.0458;9.7947;10.0458;27-Sep-2007
106625;Templeton Fixed Horizon Fund - Series II - Plan D - Retail – Dividend;10.2155;10.2155;10.2155;24-Dec-2007
106626;Templeton Fixed Horizon Fund - Series II - Plan D - Retail – Growth;10.2155;10.2155;10.2155;24-Dec-2007
106106;Templeton Fixed Horizon Fund - Series III - Plan A - Institutional - Dividend;10.2678;9.9598;10.2678;24-Dec-2007
106108;Templeton Fixed Horizon Fund - Series III - Plan A - Retail - Dividend;10.2610;9.9532;10.2610;24-Dec-2007
106105;Templeton Fixed Horizon Fund - Series III - Plan A - Retail - Growth;10.2610;9.9532;10.2610;24-Dec-2007
106111;Templeton Fixed Horizon Fund - Series IV - Plan A - Institutional - Dividend;10.2888;9.9801;10.2888;24-Dec-2007
106112;Templeton Fixed Horizon Fund - Series IV - Plan A - Institutional - Growth;10.2888;9.9801;10.2888;24-Dec-2007
106110;Templeton Fixed Horizon Fund - Series IV - Plan A - Retail - Dividend;10.2836;9.9751;10.2836;24-Dec-2007
106109;Templeton Fixed Horizon Fund - Series IV - Plan A - Retail - Growth;10.2836;9.9751;10.2836;24-Dec-2007

HDFC Mutual Fund
104180;HDFC FMP 13M AUGUST 2006 IP - Dividend;0;0;0;4-Oct-2007
104181;HDFC FMP 13M AUGUST 2006 IP - Growth;0;0;0;4-Oct-2007
104183;HDFC FMP 13M AUGUST 2006 Retail - Dividend;0;0;0;4-Oct-2007
104182;HDFC FMP 13M AUGUST 2006 Retail - Growth;0;0;0;4-Oct-2007
104101;HDFC FMP 13M July 2006-IP-Dividend;0;0;0;20-Aug-2007
104104;HDFC FMP 13M July 2006-IP-Growth;0;0;0;20-Aug-2007
104103;HDFC FMP 13M July 2006-Retail-Dividend;0;0;0;20-Aug-2007
104102;HDFC FMP 13M July 2006-Retail-Growth;0;0;0;20-Aug-2007
104022;HDFC FMP 13M June 2006-IP-Dividend;10.0787;9.9779;0;25-Jul-2006
104020;HDFC FMP 13M June 2006-IP-Growth;0;0;0;13-Jul-2007
104021;HDFC FMP 13M June 2006-Retail-Dividend;0;0;0;13-Jul-2007
104023;HDFC FMP 13M June 2006-Retail-Grwoth;0;0;0;13-Jul-2007
103701;HDFC FMP 13M MARCH 2006-Institutional Plan-Dividend;0;0;0;11-May-2007
103700;HDFC FMP 13M MARCH 2006-Institutional Plan-Grwoth;0;0;0;11-May-2007
103702;HDFC FMP 13M MARCH 2006-Retail Plan-Growth;0;0;0;11-May-2007
103703;HDFC FMP 13M MARCH 2006-Retail Plan-Retail;0;0;0;11-May-2007
104325;HDFC FMP 13M SEPTEMBER 2006 IP - Dividend;10;0;0;30-Oct-2007
104323;HDFC FMP 13M SEPTEMBER 2006 IP - Growth;10.8865;0;0;30-Oct-2007
104326;HDFC FMP 13M SEPTEMBER 2006 Retail - Dividend;10;0;0;30-Oct-2007
104324;HDFC FMP 13M SEPTEMBER 2006 Retail - Growth;10.8865;0;0;30-Oct-2007
105140;HDFC FMP 14M March 2007 - RETAIL PLAN - Growth Option;10.8449;0;0;24-Dec-2007
105136;HDFC FMP 14M March 2007 - RETAIL PLAN - Quarterly Dividend Option;10.5906;0;0;24-Dec-2007
105138;HDFC FMP 14M March 2007 - RETAIL PLAN -Dividend Option;10.8449;0;0;24-Dec-2007
105139;HDFC FMP 14M March 2007 - WHOLESALE PLAN - Growth Option;10.8766;0;0;24-Dec-2007
104839;HDFC FMP 15M February 2007 - RETAIL PLAN - Growth Option;10.781;0;0;24-Dec-2007
104841;HDFC FMP 15M February 2007 - RETAIL PLAN - Quarterly Dividend Option;10.4069;0;0;24-Dec-2007
104840;HDFC FMP 15M February 2007 - RETAIL PLAN -Dividend Option;10.781;0;0;24-Dec-2007
104838;HDFC FMP 15M February 2007- WHOLESALE PLAN - Growth Option;10.8191;0;0;24-Dec-2007
105347;HDFC FMP 15M March 2007 -  WHOLESALE PLAN - Quarterly Dividend Option;10.6617;0;0;24-Dec-2007
105349;HDFC FMP 15M MARCH 2007 - RETAIL PLAN - Growth Option;10.8294;0;0;24-Dec-2007
105345;HDFC FMP 15M March 2007 - RETAIL PLAN - Quarterly Dividend Option;10.651;0;0;24-Dec-2007
105344;HDFC FMP 15M MARCH 2007 - RETAIL PLAN -Dividend Option;10.8294;0;0;24-Dec-2007
105348;HDFC FMP 15M March 2007 - WHOLESALE PLAN - Dividend Option;10.8604;0;0;24-Dec-2007
105346;HDFC FMP 15M March 2007 - WHOLESALE PLAN - Growth Option;10.8604;0;0;24-Dec-2007
104658;HDFC FMP 16M DECEMBER 2006 RETAIL PLAN Dividend Option;10.8135;0;0;24-Dec-2007
104657;HDFC FMP 16M DECEMBER 2006 RETAIL PLAN Growth Option;10.8135;0;0;24-Dec-2007
104659;HDFC FMP 16M DECEMBER 2006 RETAIL PLAN Quarterly Dividend Option;10.3122;0;0;24-Dec-2007
104660;HDFC FMP 16M DECEMBER 2006 WHOLESALE PLAN Growth Option;10.8594;0;0;24-Dec-2007
104662;HDFC FMP 16M DECEMBER 2006 WHOLESALE PLAN Quarterly Dividend Option;10.3237;0;0;24-Dec-2007
104797;HDFC FMP 16M January 2007- RETAIL PLAN - Growth Option;10.8076;0;0;24-Dec-2007
104798;HDFC FMP 16M January 2007- RETAIL PLAN - Quarterly Dividend Option;10.341;0;0;24-Dec-2007

104796;HDFC FMP 16M January 2007- RETAIL PLAN -Dividend Option;10.8076;0;0;24-Dec-2007
104795;HDFC FMP 16M January 2007- WHOLESALE PLAN - Growth Option;10.8415;0;0;24-Dec-2007
104441;HDFC FMP 17M November 2006 - RP - Dividend;10.8603;0;0;24-Dec-2007
104439;HDFC FMP 17M November 2006 - RP - Growth;10.8603;0;0;24-Dec-2007
104442;HDFC FMP 17M November 2006 - RP - Quarterly Dividend;10.3248;0;0;24-Dec-2007
104444;HDFC FMP 17M November 2006 - WP - Dividend;10.8943;0;0;24-Dec-2007
104443;HDFC FMP 17M November 2006 - WP - Growth;10.8943;0;0;24-Dec-2007
105483;HDFC FMP 181D April 2007 - Retail Plan - Dividend Option;0;0;0;22-Oct-2007
105484;HDFC FMP 181D April 2007 - Retail Plan - Growth Option;0;0;0;22-Oct-2007
105486;HDFC FMP 181D April 2007 - Wholesale Plan - Dividend Option;0;0;0;22-Oct-2007
105485;HDFC FMP 181D April 2007 - Wholesale Plan - Growth Option;0;0;0;22-Oct-2007
106021;HDFC FMP 181D JUNE 2007 - RETAIL PLAN DIVIDEND OPTION;0;0;0;24-Dec-2007
106019;HDFC FMP 181D JUNE 2007 - RETAIL PLAN GROWTH OPTION;0;0;0;24-Dec-2007
106020;HDFC FMP 181D JUNE 2007 - WHOLESALE PLAN DIVIDEND OPTION;0;0;0;24-Dec-2007
105694;HDFC FMP 181D May 2007 - Retail Plan Dividend Option;0;0;0;26-Nov-2007
105695;HDFC FMP 181D May 2007 - Retail Plan Growth Option;0;0;0;26-Nov-2007
105697;HDFC FMP 181D May 2007 - Wholesale Plan Dividend Option;0;0;0;26-Nov-2007
105696;HDFC FMP 181D May 2007 - Wholesale Plan Growth Option;0;0;0;26-Nov-2007
106952;HDFC FMP 181D NOVEMBER 2007 - RETAIL PLAN DIVIDEND OPTION;10.0784;0;0;24-Dec-2007
106954;HDFC FMP 181D NOVEMBER 2007 - RETAIL PLAN GROWTH OPTION;10.0784;0;0;24-Dec-2007
106953;HDFC FMP 181D NOVEMBER 2007 - WHOLESALE PLAN DIVIDEND OPTION;10.0788;0;0;24-Dec-2007
106955;HDFC FMP 181D NOVEMBER 2007 - WHOLESALE PLAN GROWTH OPTION;10.0788;0;0;24-Dec-2007
